segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,provisions_raw,lamf_L1,lamf_L2,lamf_L3,lamf_L4,entropy,dominant_lamf,articolo_id
32022R2560__2_p7,32022R2560,32022R2560,articolo,2_p7,ok,"[{""testo"": ""(a) of Directive 2014/24/EU or Article 20(1), point"", ""layer"": ""L1"", ""motivo"": ""Defines reference to legal provisions, setting scope and context""}]","[{""start"": 1, ""end"": 8, ""label"": ""level_1"", ""reason"": ""Defines reference to legal provisions, setting scope and context""}, {""start"": 9, ""end"": 10, ""label"": ""unassigned"", ""reason"": ""Incomplete fragment, no normative content""}]",100.0,0.0,0.0,0.0,0.0,L1,2_p7
32023R1472__1,32023R1472,32023R1472,articolo,1,ok,"[{""testo"": ""Article 1 Regulation (EC) No 1055/2008 is amended as follows: (a) Article 1 is replaced by the following:"", ""layer"": ""L1"", ""motivo"": ""Introduces amendment and structure of Article 1""}, {""testo"": ""‘Article 1 As from the year 2025 and starting that year, Member States shall supply on a biennial basis a quality report drawn up in accordance with the rules laid down in the Annex.’"", ""layer"": ""L1"", ""motivo"": ""Defines core obligation and scope for quality report submission""}, {""testo"": ""Article 2 is replaced by the following:"", ""layer"": ""L1"", ""motivo"": ""Introduces amendment and structure of Article 2""}, {""testo"": ""‘Article 2 Member States shall supply their quality report not later than 31 May every second year’ ;"", ""layer"": ""L1"", ""motivo"": ""Specifies timing obligation for quality report submission""}, {""testo"": ""(c) the Annex is replaced by the text in the Annex to this Regulation."", ""layer"": ""L1"", ""motivo"": ""Amends annex by replacement, delegating detailed rules""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Introduces amendment and structure of Article 1""}, {""start"": 19, ""end"": 52, ""label"": ""level_1"", ""reason"": ""Defines core obligation and scope for quality report submission""}, {""start"": 53, ""end"": 54, ""label"": ""unassigned"", ""reason"": ""Punctuation and transition marker""}, {""start"": 55, ""end"": 61, ""label"": ""level_1"", ""reason"": ""Introduces amendment and structure of Article 2""}, {""start"": 62, ""end"": 79, ""label"": ""level_1"", ""reason"": ""Specifies timing obligation for quality report submission""}, {""start"": 80, ""end"": 93, ""label"": ""level_1"", ""reason"": ""Amends annex by replacement, delegating detailed rules""}]",100.0,0.0,0.0,0.0,0.0,L1,1
32022R2560__3_p1,32022R2560,32022R2560,articolo,3_p1,ok,"[{""testo"": ""Article 3 Existence of a foreign subsidy"", ""layer"": ""L1"", ""motivo"": ""Defines core concept of foreign subsidy""}]","[{""start"": 1, ""end"": 7, ""label"": ""level_1"", ""reason"": ""Defines core concept of foreign subsidy""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p1
32022R2560__3_p2,32022R2560,32022R2560,articolo,3_p2,ok,"[{""testo"": ""1. For the purposes of this Regulation, a foreign subsidy shall be deemed to exist where a third country provides, directly or indirectly, a financial contribution which confers a benefit on an und..."", ""layer"": ""L1"", ""motivo"": ""Defines core concept and scope of foreign subsidy""}]","[{""start"": 1, ""end"": 58, ""label"": ""level_1"", ""reason"": ""Defines core concept and scope of foreign subsidy""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p2
32022R2560__2_p8,32022R2560,32022R2560,articolo,2_p8,ok,"[{""testo"": ""(a) of Directive 2014/25/EU; (4) ‘contracting authority’ in the context of public procurement procedures, means contracting authority as defined in Article 1, point (17) of Directive 2009/81/EC, Ar..."", ""layer"": ""L1"", ""motivo"": ""Defines key concepts and scope of contracting authorities and entities""}, {""testo"": ""(5) ‘contracting entity’ in the context of public procurement procedures, means contracting entity as defined in Article 1, point (17) of Directive 2009/81/EC, Article 7 of Directive 2014/23/EU and..."", ""layer"": ""L1"", ""motivo"": ""Defines contracting entity concept in public procurement context""}, {""testo"": ""(6) ‘a multi-stage procedure’ means a public procurement procedure in accordance with Articles 28 to 32 of Directive 2014/24/EU and Articles 46 to 52 of Directive 2014/25/EU, either the restricted ..."", ""layer"": ""L1"", ""motivo"": ""Defines multi-stage procedure concept and its scope""}]","[{""start"": 1, ""end"": 45, ""label"": ""level_1"", ""reason"": ""Defines key concepts and scope of contracting authorities and entities""}, {""start"": 46, ""end"": 79, ""label"": ""level_1"", ""reason"": ""Defines contracting entity concept in public procurement context""}, {""start"": 80, ""end"": 136, ""label"": ""level_1"", ""reason"": ""Defines multi-stage procedure concept and its scope""}]",100.0,0.0,0.0,0.0,0.0,L1,2_p8
32022R2560__3_p4,32022R2560,32022R2560,articolo,3_p4,ok,"[{""testo"": ""(a) the transfer of funds or liabilities, such as capital injections, grants, loans, loan guarantees, fiscal incentives, the setting off of operating losses, compensation for financial burdens impo..."", ""layer"": ""L2"", ""motivo"": ""Specifies detailed examples of financial contributions as operational requirements""}]","[{""start"": 1, ""end"": 39, ""label"": ""level_2"", ""reason"": ""Specifies detailed examples of financial contributions as operational requirements""}]",0.0,100.0,0.0,0.0,0.0,L2,3_p4
32022R2560__3_p3,32022R2560,32022R2560,articolo,3_p3,ok,"[{""testo"": ""2. For the purposes of this Regulation, a financial contribution shall include, inter alia:"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed content of financial contribution including examples""}, {""testo"": """", ""layer"": ""L2"", ""motivo"": ""Continues specification of financial contribution types and modalities""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies detailed content of financial contribution including examples""}, {""start"": 19, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Continues specification of financial contribution types and modalities""}]",0.0,100.0,0.0,0.0,0.0,L2,3_p3
32022R2560__3_p5,32022R2560,32022R2560,articolo,3_p5,ok,"[{""testo"": ""(b) the foregoing of revenue that is otherwise due, such as tax exemptions or the granting of special or exclusive rights without adequate remuneration; or"", ""layer"": ""L1"", ""motivo"": ""Defines examples of financial contributions conferring benefit""}]","[{""start"": 1, ""end"": 25, ""label"": ""level_1"", ""reason"": ""Defines examples of financial contributions conferring benefit""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p5
32022R2560__3_p7,32022R2560,32022R2560,articolo,3_p7,ok,"[{""testo"": ""(a) the central government and public authorities at all other levels;"", ""layer"": ""L1"", ""motivo"": ""Defines institutional actors and scope of public authorities""}]","[{""start"": 1, ""end"": 11, ""label"": ""level_1"", ""reason"": ""Defines institutional actors and scope of public authorities""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p7
32022R2560__3_p6,32022R2560,32022R2560,articolo,3_p6,ok,"[{""testo"": ""(c) the provision of goods or services or the purchase of goods or services."", ""layer"": ""L1"", ""motivo"": ""Defines concept of financial contribution including provision or purchase of goods or services""}, {""testo"": ""A financial contribution provided by a third country shall include a financial contribution provided by:"", ""layer"": ""L1"", ""motivo"": ""Defines financial contribution provided by a third country, specifying scope""}]","[{""start"": 1, ""end"": 14, ""label"": ""level_1"", ""reason"": ""Defines concept of financial contribution including provision or purchase of goods or services""}, {""start"": 15, ""end"": 29, ""label"": ""level_1"", ""reason"": ""Defines financial contribution provided by a third country, specifying scope""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p6
32022R2560__3_p9,32022R2560,32022R2560,articolo,3_p9,ok,"[{""testo"": ""(c) a private entity whose actions can be attributed to the third country, taking into account all relevant"", ""layer"": ""L1"", ""motivo"": ""Defines concept of private entity attributed to third country""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines concept of private entity attributed to third country""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p9
32022R2560__4_p1,32022R2560,32022R2560,articolo,4_p1,ok,"[{""testo"": ""Article 4 Distortions in the internal market"", ""layer"": ""L1"", ""motivo"": ""Defines scope and core concept of distortions in internal market""}]","[{""start"": 1, ""end"": 7, ""label"": ""level_1"", ""reason"": ""Defines scope and core concept of distortions in internal market""}, {""start"": 8, ""end"": 9, ""label"": ""unassigned"", ""reason"": ""Incomplete fragment, no normative content""}]",100.0,0.0,0.0,0.0,0.0,L1,4_p1
32022R2560__3_p8,32022R2560,32022R2560,articolo,3_p8,ok,"[{""testo"": ""(b) a foreign public entity whose actions can be attributed to the third country, taking into account elements"", ""layer"": ""L1"", ""motivo"": ""Defines concept and scope of foreign public entity attribution""}, {""testo"": ""such as the characteristics of the entity and the legal and economic environment prevailing in the State in which the entity operates, including the government’s role in the economy; or"", ""layer"": ""L1"", ""motivo"": ""Specifies elements to determine attribution to third country""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines concept and scope of foreign public entity attribution""}, {""start"": 19, ""end"": 48, ""label"": ""level_1"", ""reason"": ""Specifies elements to determine attribution to third country""}]",100.0,0.0,0.0,0.0,0.0,L1,3_p8
32022R2560__4_p3,32022R2560,32022R2560,articolo,4_p3,ok,"[{""testo"": ""(a) the amount of the foreign subsidy;"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed element (amount) of foreign subsidy for application""}]","[{""start"": 1, ""end"": 7, ""label"": ""level_2"", ""reason"": ""Specifies detailed element (amount) of foreign subsidy for application""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p3
32022R2560__4_p2,32022R2560,32022R2560,articolo,4_p2,ok,"[{""testo"": ""1. A distortion in the internal market shall be deemed to exist where a foreign subsidy is liable"", ""layer"": ""L1"", ""motivo"": ""Defines concept of distortion and its existence criteria""}, {""testo"": ""to improve the competitive position of an undertaking in the internal market and where, in doing so,"", ""layer"": ""L2"", ""motivo"": ""Specifies indicators used to determine distortion""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines concept of distortion and its existence criteria""}, {""start"": 19, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies indicators used to determine distortion""}]",51.43,48.57,0.0,0.0,0.49970494161658435,L1,4_p2
32022R2560__4_p5,32022R2560,32022R2560,articolo,4_p5,ok,"[{""testo"": ""(c) the situation of the undertaking, including its size and the markets or sectors concerned;"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed factors for assessing undertaking's situation""}]","[{""start"": 1, ""end"": 15, ""label"": ""level_2"", ""reason"": ""Specifies detailed factors for assessing undertaking's situation""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p5
32022R2560__4_p4,32022R2560,32022R2560,articolo,4_p4,ok,"[{""testo"": ""(b) the nature of the foreign subsidy;"", ""layer"": ""L2"", ""motivo"": ""Specifies a detailed condition for assessing foreign subsidies""}]","[{""start"": 1, ""end"": 7, ""label"": ""level_2"", ""reason"": ""Specifies a detailed condition for assessing foreign subsidies""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p4
32022R2560__4_p6,32022R2560,32022R2560,articolo,4_p6,ok,"[{""testo"": ""(d) the level and evolution of economic activity of the undertaking on the internal market;"", ""layer"": ""L2"", ""motivo"": ""Specifies criteria for assessing economic activity in the internal market""}]","[{""start"": 1, ""end"": 15, ""label"": ""level_2"", ""reason"": ""Specifies criteria for assessing economic activity in the internal market""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p6
32022R2560__4_p9,32022R2560,32022R2560,articolo,4_p9,ok,"[{""testo"": ""3. Where the total amount of a foreign subsidy to an undertaking does not exceed the amount of de minimis aid as defined in Article 3(2), first subparagraph, of Regulation (EU) No 1407/2013 per thi..."", ""layer"": ""L2"", ""motivo"": ""Specifies quantitative threshold and operational rule for applying distortion test""}]","[{""start"": 1, ""end"": 54, ""label"": ""level_2"", ""reason"": ""Specifies quantitative threshold and operational rule for applying distortion test""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p9
32022R2560__4_p8,32022R2560,32022R2560,articolo,4_p8,ok,"[{""testo"": ""2. Where the total amount of a foreign subsidy to an undertaking does not exceed EUR 4 million over any consecutive period of three years, that foreign subsidy shall be considered unlikely to disto..."", ""layer"": ""L1"", ""motivo"": ""Defines quantitative threshold and its effect on distortion assessment""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_1"", ""reason"": ""Defines quantitative threshold and its effect on distortion assessment""}]",100.0,0.0,0.0,0.0,0.0,L1,4_p8
32022R2560__4_p7,32022R2560,32022R2560,articolo,4_p7,ok,"[{""testo"": ""(e) the purpose and conditions attached to the foreign subsidy as well as its use on the internal"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed conditions and use for applying Level 1 rules""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies detailed conditions and use for applying Level 1 rules""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p7
32022R2560__5_p1,32022R2560,32022R2560,articolo,5_p1,ok,"[{""testo"": ""Article 5 Categories of foreign subsidies most likely to distort the internal market"", ""layer"": ""L1"", ""motivo"": ""Defines categories of foreign subsidies likely to distort the market""}]","[{""start"": 1, ""end"": 13, ""label"": ""level_1"", ""reason"": ""Defines categories of foreign subsidies likely to distort the market""}]",100.0,0.0,0.0,0.0,0.0,L1,5_p1
32022R2560__4_p10,32022R2560,32022R2560,articolo,4_p10,ok,"[{""testo"": ""4. A foreign subsidy may be considered not to distort the internal market to the extent that it is aimed at making good the damage caused by natural disasters or exceptional occurrences."", ""layer"": ""L2"", ""motivo"": ""Specifies condition under which foreign subsidy does not distort market""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies condition under which foreign subsidy does not distort market""}]",0.0,100.0,0.0,0.0,0.0,L2,4_p10
32022R2560__5_p2,32022R2560,32022R2560,articolo,5_p2,ok,"[{""testo"": ""1. A foreign subsidy is most likely to distort the internal market where it falls under one of the following categories:"", ""layer"": ""L1"", ""motivo"": ""Defines concept and scope of distortive foreign subsidies""}]","[{""start"": 1, ""end"": 21, ""label"": ""level_1"", ""reason"": ""Defines concept and scope of distortive foreign subsidies""}]",100.0,0.0,0.0,0.0,0.0,L1,5_p2
32022R2560__5_p3,32022R2560,32022R2560,articolo,5_p3,ok,"[{""testo"": ""(a) a foreign subsidy granted to an ailing undertaking, namely an undertaking which will likely go out of business in the short or medium term in the absence of any subsidy,"", ""layer"": ""L1"", ""motivo"": ""Defines concept and scope of a foreign subsidy to an ailing undertaking""}, {""testo"": ""unless there is a restructuring plan that is capable of leading to the long-term viability of that undertaking and that plan includes a significant own contribution by the undertaking;"", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for restructuring plan and contribution requirements""}]","[{""start"": 1, ""end"": 31, ""label"": ""level_1"", ""reason"": ""Defines concept and scope of a foreign subsidy to an ailing undertaking""}, {""start"": 32, ""end"": 60, ""label"": ""level_2"", ""reason"": ""Specifies conditions for restructuring plan and contribution requirements""}]",51.67,48.33,0.0,0.0,0.49959757049575726,L1,5_p3
32022R2560__5_p4,32022R2560,32022R2560,articolo,5_p4,ok,"[{""testo"": ""(b) a foreign subsidy in the form of an unlimited guarantee for the debts or liabilities of the undertaking, namely without any limitation as to the amount or the duration of such guarantee;"", ""layer"": ""L1"", ""motivo"": ""Defines a category of foreign subsidy by concept and scope""}]","[{""start"": 1, ""end"": 33, ""label"": ""level_1"", ""reason"": ""Defines a category of foreign subsidy by concept and scope""}]",100.0,0.0,0.0,0.0,0.0,L1,5_p4
32022R2560__5_p7,32022R2560,32022R2560,articolo,5_p7,ok,"[{""testo"": ""(e) a foreign subsidy enabling an undertaking to submit an unduly advantageous tender on the basis of which the undertaking could be awarded the relevant"", ""layer"": ""L1"", ""motivo"": ""Defines core concept of foreign subsidy enabling unduly advantageous tender""}, {""testo"": ""contract."", ""layer"": ""L1"", ""motivo"": ""Defines condition for awarding the relevant contract""}]","[{""start"": 1, ""end"": 25, ""label"": ""level_1"", ""reason"": ""Defines core concept of foreign subsidy enabling unduly advantageous tender""}, {""start"": 26, ""end"": 26, ""label"": ""level_1"", ""reason"": ""Defines condition for awarding the relevant contract""}]",100.0,0.0,0.0,0.0,0.0,L1,5_p7
32022R2560__5_p5,32022R2560,32022R2560,articolo,5_p5,ok,"[{""testo"": ""(c) an export financing measure that is not in line with the OECD Arrangement on officially supported export credits;"", ""layer"": ""L1"", ""motivo"": ""Defines a category of foreign subsidies likely to distort the market""}]","[{""start"": 1, ""end"": 19, ""label"": ""level_1"", ""reason"": ""Defines a category of foreign subsidies likely to distort the market""}]",100.0,0.0,0.0,0.0,0.0,L1,5_p5
32022R2560__5_p8,32022R2560,32022R2560,articolo,5_p8,ok,"[{""testo"": ""2. An undertaking under investigation shall be granted the possibility to provide relevant information as to whether a foreign subsidy falling under one of the categories set out in paragraph 1 doe..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural right to provide information during investigation""}]","[{""start"": 1, ""end"": 44, ""label"": ""level_2"", ""reason"": ""Specifies procedural right to provide information during investigation""}]",0.0,100.0,0.0,0.0,0.0,L2,5_p8
32022R2560__5_p6,32022R2560,32022R2560,articolo,5_p6,ok,"[{""testo"": ""(d) a foreign subsidy directly facilitating a concentration;"", ""layer"": ""L1"", ""motivo"": ""Defines concept of foreign subsidy facilitating a concentration""}]","[{""start"": 1, ""end"": 8, ""label"": ""level_1"", ""reason"": ""Defines concept of foreign subsidy facilitating a concentration""}, {""start"": 9, ""end"": 8, ""label"": ""unassigned"", ""reason"": ""No additional tokens beyond 8""}]",100.0,0.0,0.0,0.0,0.0,L1,5_p6
32022R2560__7_p1,32022R2560,32022R2560,articolo,7_p1,ok,"[{""testo"": ""Article 7 Commitments and redressive measures"", ""layer"": ""L1"", ""motivo"": ""Defines core concepts of commitments and redressive measures""}]","[{""start"": 1, ""end"": 6, ""label"": ""level_1"", ""reason"": ""Defines core concepts of commitments and redressive measures""}]",100.0,0.0,0.0,0.0,0.0,L1,7_p1
32022R2560__7_p2,32022R2560,32022R2560,articolo,7_p2,ok,"[{""testo"": ""1. The Commission may impose redressive measures in order to remedy the distortion in the internal market actually"", ""layer"": ""L4"", ""motivo"": ""Establishes enforcement power to impose redressive measures for distortions""}, {""testo"": ""or potentially caused by a foreign subsidy, unless it has accepted commitments offered by the undertaking under investigation pursuant"", ""layer"": ""L2"", ""motivo"": ""Refers to acceptance of commitments offered by the undertaking under investigation""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Establishes enforcement power to impose redressive measures for distortions""}, {""start"": 19, ""end"": 37, ""label"": ""level_2"", ""reason"": ""Refers to acceptance of commitments offered by the undertaking under investigation""}]",0.0,51.35,0.0,48.65,0.49973703543064646,L2,7_p2
32022R2560__7_p4,32022R2560,32022R2560,articolo,7_p4,ok,"[{""testo"": ""3. Commitments or redressive measures shall be proportionate and fully and effectively remedy the distortion actually or potentially caused by the foreign subsidy in"", ""layer"": ""L1"", ""motivo"": ""Sets core principle on proportionality and remedy of distortion""}]","[{""start"": 1, ""end"": 24, ""label"": ""level_1"", ""reason"": ""Sets core principle on proportionality and remedy of distortion""}]",100.0,0.0,0.0,0.0,0.0,L1,7_p4
32022R2560__7_p3,32022R2560,32022R2560,articolo,7_p3,ok,"[{""testo"": ""2. The Commission may accept commitments offered by the undertaking under investigation where such commitments fully and effectively"", ""layer"": ""L2"", ""motivo"": ""Specifies conditions and effects of accepting commitments""}, {""testo"": ""remedy the distortion in the internal market. When accepting such commitments, the Commission shall make them binding on the undertaking under investigation in a decision with commitments in accord..."", ""layer"": ""L4"", ""motivo"": ""Describes monitoring of compliance with commitments""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies conditions and effects of accepting commitments""}, {""start"": 19, ""end"": 63, ""label"": ""level_4"", ""reason"": ""Describes monitoring of compliance with commitments""}]",0.0,28.57,0.0,71.43,0.43155084013640815,L4,7_p3
32022R2560__6,32022R2560,32022R2560,articolo,6,ok,"[{""testo"": ""Article 6 Balancing test 1. The Commission may, on the basis of information received, balance the negative effects of a foreign subsidy in terms of distortion in the internal market, according to A..."", ""layer"": ""L3"", ""motivo"": ""Provides non-binding guidance on balancing positive and negative effects of foreign subsidies""}, {""testo"": ""2. The Commission shall take into account the assessment under paragraph 1 when deciding whether to impose redressive measures or to accept commitments, and the nature and level of those redressive..."", ""layer"": ""L4"", ""motivo"": ""Specifies Commission's decision-making role on redressive measures and commitments""}]","[{""start"": 1, ""end"": 81, ""label"": ""level_3"", ""reason"": ""Provides non-binding guidance on balancing positive and negative effects of foreign subsidies""}, {""start"": 82, ""end"": 115, ""label"": ""level_4"", ""reason"": ""Specifies Commission's decision-making role on redressive measures and commitments""}]",0.0,0.0,70.43,29.57,0.43798546047328424,L3,6
32022R2560__7_p6,32022R2560,32022R2560,articolo,7_p6,ok,"[{""testo"": ""(a) offering access under fair, reasonable, and non-discriminatory conditions to infrastructure, including research facilities, production capabilities or essential facilities, that were acquired o..."", ""layer"": ""L2"", ""motivo"": ""Specifies operational conditions for access to infrastructure""}, {""testo"": ""unless such access is already provided for by Union legislation;"", ""layer"": ""L1"", ""motivo"": ""Defines scope exception based on existing Union legislation""}]","[{""start"": 1, ""end"": 32, ""label"": ""level_2"", ""reason"": ""Specifies operational conditions for access to infrastructure""}, {""start"": 33, ""end"": 42, ""label"": ""level_1"", ""reason"": ""Defines scope exception based on existing Union legislation""}]",23.81,76.19,0.0,0.0,0.39593317020526064,L2,7_p6
32022R2560__7_p7,32022R2560,32022R2560,articolo,7_p7,ok,"[{""testo"": ""(b) reducing capacity or market presence, including by means of a temporary restriction on commercial activity;"", ""layer"": ""L2"", ""motivo"": ""Specifies operational measure to reduce capacity or market presence""}]","[{""start"": 1, ""end"": 16, ""label"": ""level_2"", ""reason"": ""Specifies operational measure to reduce capacity or market presence""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p7
32022R2560__7_p5,32022R2560,32022R2560,articolo,7_p5,ok,"[{""testo"": ""4. Commitments or redressive measures may consist, inter alia, of the"", ""layer"": ""L1"", ""motivo"": ""Defines scope and nature of commitments or redressive measures""}, {""testo"": ""following:"", ""layer"": ""L2"", ""motivo"": ""Specifies examples of commitments or redressive measures""}]","[{""start"": 1, ""end"": 11, ""label"": ""level_1"", ""reason"": ""Defines scope and nature of commitments or redressive measures""}, {""start"": 12, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies examples of commitments or redressive measures""}]",61.11,38.89,0.0,0.0,0.4820430034223715,L1,7_p5
32022R2560__7_p8,32022R2560,32022R2560,articolo,7_p8,ok,"[{""testo"": ""(c) refraining from certain investments;"", ""layer"": ""L2"", ""motivo"": ""Specifies operational action to refrain from certain investments""}]","[{""start"": 1, ""end"": 5, ""label"": ""level_2"", ""reason"": ""Specifies operational action to refrain from certain investments""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p8
32022R2560__7_p9,32022R2560,32022R2560,articolo,7_p9,ok,"[{""testo"": ""(d) the licensing on fair, reasonable and non-discriminatory terms of assets acquired or developed with the help of foreign subsidies;"", ""layer"": ""L2"", ""motivo"": ""Specifies licensing terms as detailed operational requirements""}]","[{""start"": 1, ""end"": 20, ""label"": ""level_2"", ""reason"": ""Specifies licensing terms as detailed operational requirements""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p9
32022R2560__7_p10,32022R2560,32022R2560,articolo,7_p10,ok,"[{""testo"": ""(e) the publication of results of research and development;"", ""layer"": ""L2"", ""motivo"": ""Specifies a detailed activity related to research and development""}]","[{""start"": 1, ""end"": 9, ""label"": ""level_2"", ""reason"": ""Specifies a detailed activity related to research and development""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p10
32022R2560__7_p12,32022R2560,32022R2560,articolo,7_p12,ok,"[{""testo"": ""(g) requiring the undertakings to dissolve the concentration concerned;"", ""layer"": ""L4"", ""motivo"": ""Enforcement action requiring dissolution of concentration to remedy distortion""}]","[{""start"": 1, ""end"": 9, ""label"": ""level_4"", ""reason"": ""Enforcement action requiring dissolution of concentration to remedy distortion""}]",0.0,0.0,0.0,100.0,0.0,L4,7_p12
32022R2560__7_p11,32022R2560,32022R2560,articolo,7_p11,ok,"[{""testo"": ""(f) the divestment of certain assets;"", ""layer"": ""L2"", ""motivo"": ""Specifies operational detail of divestment as a redressive measure""}]","[{""start"": 1, ""end"": 6, ""label"": ""level_2"", ""reason"": ""Specifies operational detail of divestment as a redressive measure""}, {""start"": 7, ""end"": 6, ""label"": ""unassigned"", ""reason"": ""No additional tokens beyond 6""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p11
32022R2560__7_p13,32022R2560,32022R2560,articolo,7_p13,ok,"[{""testo"": ""(h) the repayment of the foreign subsidy, including an appropriate interest rate, calculated"", ""layer"": ""L2"", ""motivo"": ""Specifies repayment and interest calculation method for applying obligations""}, {""testo"": ""in accordance with the method set out in Commission Regulation (EC) No 794/2004 ( 20 ) ;"", ""layer"": ""L2"", ""motivo"": ""References technical method set out in Commission Regulation for calculation""}]","[{""start"": 1, ""end"": 13, ""label"": ""level_2"", ""reason"": ""Specifies repayment and interest calculation method for applying obligations""}, {""start"": 14, ""end"": 30, ""label"": ""level_2"", ""reason"": ""References technical method set out in Commission Regulation for calculation""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p13
32022R2560__7_p14,32022R2560,32022R2560,articolo,7_p14,ok,"[{""testo"": ""(i) requiring the undertakings concerned to adapt their governance"", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement to adapt governance structure""}]","[{""start"": 1, ""end"": 9, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement to adapt governance structure""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p14
32022R2560__7_p15,32022R2560,32022R2560,articolo,7_p15,ok,"[{""testo"": ""5. The Commission shall, where appropriate, impose reporting and transparency requirements, including periodic reporting regarding the implementation of the commitments and redressive measures list..."", ""layer"": ""L2"", ""motivo"": ""Specifies reporting and transparency requirements to implement commitments and measures""}]","[{""start"": 1, ""end"": 25, ""label"": ""level_2"", ""reason"": ""Specifies reporting and transparency requirements to implement commitments and measures""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p15
32022R2560__7_p16,32022R2560,32022R2560,articolo,7_p16,ok,"[{""testo"": ""6. Where the undertaking under investigation proposes to repay the foreign subsidy including an appropriate interest rate, the"", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for accepting repayment as a commitment""}, {""testo"": ""Commission shall accept such repayment as commitment only where it can ascertain that the repayment is transparent, verifiable and effective, while taking into account the risk of circumvention."", ""layer"": ""L4"", ""motivo"": ""Focuses on verifying repayment transparency, effectiveness, and circumvention risk""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies conditions for accepting repayment as a commitment""}, {""start"": 19, ""end"": 46, ""label"": ""level_4"", ""reason"": ""Focuses on verifying repayment transparency, effectiveness, and circumvention risk""}]",0.0,39.13,0.0,60.87,0.4828166794967662,L4,7_p16
32022R2560__8,32022R2560,32022R2560,articolo,8,ok,"[{""testo"": ""Article 8 Information on future concentrations and public procurement procedures In decisions adopted pursuant to Articles 11, 25"", ""layer"": ""L4"", ""motivo"": ""Requires undertakings to inform Commission to ensure compliance monitoring""}, {""testo"": ""and 31, and where proportionate and necessary, the undertaking under investigation may be required to inform the"", ""layer"": ""L1"", ""motivo"": ""Clarifies relation to notification obligations, defining scope and institutional roles""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Requires undertakings to inform Commission to ensure compliance monitoring""}, {""start"": 19, ""end"": 35, ""label"": ""level_1"", ""reason"": ""Clarifies relation to notification obligations, defining scope and institutional roles""}]",48.57,0.0,0.0,51.43,0.49970494161658435,L4,8
